"Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","Correct_answer","SoundLeft","SoundRight","Text_condition","List","Age","Gender","Language","AmEng","Comments","workerId","talker","utt","ID","Verb"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",14,0,"experiment","NULL","PennController","13","_Trial_","Start","1622469055243","Sound2","F3-cor.mp3","F3-incor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F3",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",14,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469062715","Sound2","F3-cor.mp3","F3-incor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F3",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",14,0,"experiment","NULL","PennController","13","_Trial_","End","1622469063563","Sound2","F3-cor.mp3","F3-incor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F3",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","Start","1622469063564","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",15,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469071696","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","End","1622469072138","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",5,0,"experiment","NULL","PennController","4","_Trial_","Start","1622469072139","Sound2","P1-N-2-c.mp3","P1-N-2-nc.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P1","N2","notice-2-P1","notice"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",5,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469078458","Sound2","P1-N-2-c.mp3","P1-N-2-nc.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P1","N2","notice-2-P1","notice"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",5,0,"experiment","NULL","PennController","4","_Trial_","End","1622469078918","Sound2","P1-N-2-c.mp3","P1-N-2-nc.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P1","N2","notice-2-P1","notice"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",13,0,"experiment","NULL","PennController","12","_Trial_","Start","1622469078919","Sound1","F2-incor.mp3","F2-cor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F2",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",13,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469083905","Sound1","F2-incor.mp3","F2-cor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F2",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",13,0,"experiment","NULL","PennController","12","_Trial_","End","1622469084521","Sound1","F2-incor.mp3","F2-cor.mp3","filler","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","F2",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",8,0,"experiment","NULL","PennController","7","_Trial_","Start","1622469084522","Sound2","P6-A-1-nc.mp3","P6-A-1-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P6","A1","aware-1-P6","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",8,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469091682","Sound2","P6-A-1-nc.mp3","P6-A-1-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P6","A1","aware-1-P6","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",8,0,"experiment","NULL","PennController","7","_Trial_","End","1622469092370","Sound2","P6-A-1-nc.mp3","P6-A-1-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P6","A1","aware-1-P6","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",6,0,"experiment","NULL","PennController","5","_Trial_","Start","1622469092371","Sound1","P14-K-2-c.mp3","P14-K-2-nc.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P14","K2","know-2-P14","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",6,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469099574","Sound1","P14-K-2-c.mp3","P14-K-2-nc.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P14","K2","know-2-P14","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",6,0,"experiment","NULL","PennController","5","_Trial_","End","1622469100179","Sound1","P14-K-2-c.mp3","P14-K-2-nc.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P14","K2","know-2-P14","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","Start","1622469100180","Sound1","P11-A-2-nc.mp3","P11-A-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P11","A2","aware-2-P11","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",9,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469106303","Sound1","P11-A-2-nc.mp3","P11-A-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P11","A2","aware-2-P11","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","End","1622469106751","Sound1","P11-A-2-nc.mp3","P11-A-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P11","A2","aware-2-P11","aware"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",16,0,"experiment","NULL","PennController","15","_Trial_","Start","1622469106752","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",16,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469112229","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",16,0,"experiment","NULL","PennController","15","_Trial_","End","1622469113227","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1B",32,"male","English","yes","NULL","ec51251a","NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","Start","1622469113228","Sound1","P12-D-2-nc.mp3","P12-D-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P12","D2","discover-2-P12","discover"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",11,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469119290","Sound1","P12-D-2-nc.mp3","P12-D-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P12","D2","discover-2-P12","discover"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","End","1622469119733","Sound1","P12-D-2-nc.mp3","P12-D-2-c.mp3","nc","1B",32,"male","English","yes","NULL","ec51251a","P12","D2","discover-2-P12","discover"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",10,0,"experiment","NULL","PennController","9","_Trial_","Start","1622469119734","Sound2","P4-K-3-nc.mp3","P4-K-3-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P4","K3","know-3-P4","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",10,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469125769","Sound2","P4-K-3-nc.mp3","P4-K-3-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P4","K3","know-3-P4","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",10,0,"experiment","NULL","PennController","9","_Trial_","End","1622469126755","Sound2","P4-K-3-nc.mp3","P4-K-3-c.mp3","c","1B",32,"male","English","yes","NULL","ec51251a","P4","K3","know-3-P4","know"
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",17,0,"comments","NULL","PennController","2","_Trial_","Start","1622469126756","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",17,0,"comments","NULL","TextInput","participant_comments","Final","","1622469127782","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469127,"dbbf9d919125edd388fe8734021042bf","PennController",17,0,"comments","NULL","PennController","2","_Trial_","End","1622469127782","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",3,0,"intro","NULL","PennController","1","_Trial_","Start","1622468850687","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",3,0,"intro","NULL","Scale","score","Choice","sample2","1622468879999","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",3,0,"intro","NULL","PennController","1","_Trial_","End","1622468891514","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",2,0,"Angaben","NULL","PennController","0","_Trial_","Start","1622468891517","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",2,0,"Angaben","NULL","PennController","0","_Trial_","End","1622468919266","Sound2","","","","",NA,"","","","",NA,"NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",16,0,"experiment","NULL","PennController","15","_Trial_","Start","1622468919269","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",16,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622468930302","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",16,0,"experiment","NULL","PennController","15","_Trial_","End","1622468932137","Sound2","C2-incor.mp3","C2-cor.mp3","control2","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","PennController","7","_Trial_","Start","1622468932138","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","Audio","Sound1","buffer","0","1622468955687","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","Audio","Sound1","buffer","0","1622468959823","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","Audio","Sound2","buffer","0","1622468951863","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","Audio","Sound2","buffer","0","1622468963015","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622468966454","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",8,0,"experiment","NULL","PennController","7","_Trial_","End","1622468967800","Sound1","P6-A-1-nc.mp3","P6-A-1-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P6","A1","aware-1-P6","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","PennController","11","_Trial_","Start","1622468967801","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","Audio","Sound1","buffer","0","1622468984414","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","Audio","Sound1","buffer","0","1622468991630","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","Audio","Sound2","buffer","0","1622468987382","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","Audio","Sound2","buffer","0","1622468994358","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622468997438","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",12,0,"experiment","NULL","PennController","11","_Trial_","End","1622468998728","Sound1","F1-cor.mp3","F1-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F1",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",6,0,"experiment","NULL","PennController","5","_Trial_","Start","1622468998729","Sound2","P14-K-2-c.mp3","P14-K-2-nc.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P14","K2","know-2-P14","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",6,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469018598","Sound2","P14-K-2-c.mp3","P14-K-2-nc.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P14","K2","know-2-P14","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",6,0,"experiment","NULL","Audio","Sound2","buffer","0","1622469016246","Sound2","P14-K-2-c.mp3","P14-K-2-nc.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P14","K2","know-2-P14","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",6,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469021550","Sound2","P14-K-2-c.mp3","P14-K-2-nc.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P14","K2","know-2-P14","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",6,0,"experiment","NULL","PennController","5","_Trial_","End","1622469022736","Sound2","P14-K-2-c.mp3","P14-K-2-nc.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P14","K2","know-2-P14","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",5,0,"experiment","NULL","PennController","4","_Trial_","Start","1622469022738","Sound1","P1-N-2-c.mp3","P1-N-2-nc.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P1","N2","notice-2-P1","notice"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",5,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469041598","Sound1","P1-N-2-c.mp3","P1-N-2-nc.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P1","N2","notice-2-P1","notice"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",5,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469045158","Sound1","P1-N-2-c.mp3","P1-N-2-nc.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P1","N2","notice-2-P1","notice"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",5,0,"experiment","NULL","PennController","4","_Trial_","End","1622469046544","Sound1","P1-N-2-c.mp3","P1-N-2-nc.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P1","N2","notice-2-P1","notice"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",13,0,"experiment","NULL","PennController","12","_Trial_","Start","1622469046545","Sound2","F2-incor.mp3","F2-cor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F2",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",13,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469064438","Sound2","F2-incor.mp3","F2-cor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F2",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",13,0,"experiment","NULL","PennController","12","_Trial_","End","1622469065992","Sound2","F2-incor.mp3","F2-cor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F2",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","PennController","9","_Trial_","Start","1622469065994","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469082190","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469089286","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","Audio","Sound2","buffer","0","1622469085430","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469092270","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",10,0,"experiment","NULL","PennController","9","_Trial_","End","1622469093367","Sound1","P4-K-3-nc.mp3","P4-K-3-c.mp3","nc","1A",51,"female","English","yes","NULL","df0d67a4","P4","K3","know-3-P4","know"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","Start","1622469093369","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",15,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469104654","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","End","1622469106039","Sound1","C1-cor.mp3","C1-incor.mp3","control1","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","NotApplicable",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","Start","1622469106040","Sound2","P11-A-2-nc.mp3","P11-A-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P11","A2","aware-2-P11","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",9,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469125166","Sound2","P11-A-2-nc.mp3","P11-A-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P11","A2","aware-2-P11","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",9,0,"experiment","NULL","Audio","Sound2","buffer","0","1622469121014","Sound2","P11-A-2-nc.mp3","P11-A-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P11","A2","aware-2-P11","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",9,0,"experiment","NULL","Scale","judgement","Choice","Sound2","1622469129446","Sound2","P11-A-2-nc.mp3","P11-A-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P11","A2","aware-2-P11","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","End","1622469130535","Sound2","P11-A-2-nc.mp3","P11-A-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P11","A2","aware-2-P11","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","Start","1622469130537","Sound2","P12-D-2-nc.mp3","P12-D-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P12","D2","discover-2-P12","discover"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",11,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469146334","Sound2","P12-D-2-nc.mp3","P12-D-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P12","D2","discover-2-P12","discover"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",11,0,"experiment","NULL","Audio","Sound2","buffer","0","1622469149814","Sound2","P12-D-2-nc.mp3","P12-D-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P12","D2","discover-2-P12","discover"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",11,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469154221","Sound2","P12-D-2-nc.mp3","P12-D-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P12","D2","discover-2-P12","discover"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","End","1622469155271","Sound2","P12-D-2-nc.mp3","P12-D-2-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P12","D2","discover-2-P12","discover"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",14,0,"experiment","NULL","PennController","13","_Trial_","Start","1622469155273","Sound1","F3-cor.mp3","F3-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F3",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",14,0,"experiment","NULL","Scale","judgement","Choice","Sound1","1622469170022","Sound1","F3-cor.mp3","F3-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F3",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",14,0,"experiment","NULL","PennController","13","_Trial_","End","1622469170919","Sound1","F3-cor.mp3","F3-incor.mp3","filler","1A",51,"female","English","yes","NULL","df0d67a4","NotApplicable","F3",NA,NA
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",7,0,"experiment","NULL","PennController","6","_Trial_","Start","1622469170920","Sound2","P8-A-3-nc.mp3","P8-A-3-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P8","A3","aware-3-P8","aware"
1622469195,"c14a477a6a347be025de3a9f687c1cac","PennController",7,0,"experiment","NULL","Audio","Sound1","buffer","0","1622469189286","Sound2","P8-A-3-nc.mp3","P8-A-3-c.mp3","c","1A",51,"female","English","yes","NULL","df0d67a4","P8","A3","aware-3-P8","aware"
