;X;Results.reception.time;MD5.hash.of.participant.s.IP.address;Controller.name;Order.number.of.item;Inner.element.number;Label;Latin.Square.Group;PennElementType;PennElementName;Parameter;Value;EventTime;Sentence;Sound1;Sound2;List;Age;Gender;Language;AmEng;Comments;workerId;text_condition;utt;talker
210;210;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;11;0;experiment;NULL;Audio;two;play;0;1615533005187;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;D2;P5
211;211;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;11;0;experiment;NULL;Scale;judgement;Choice;two;1615533008962;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;D2;P5
212;212;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;11;0;experiment;NULL;PennController;10;_Trial_;End;1615533010417;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;D2;P5
213;213;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;PennController;8;_Trial_;Start;1615533010419;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
214;214;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;Audio;one;play;0;1615533022190;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
215;215;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;Audio;one;play;0;1615533034296;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
216;216;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;Audio;two;play;0;1615533026694;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
217;217;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;Audio;two;play;0;1615533030817;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
218;218;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;Scale;judgement;Choice;one;1615533037385;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
219;219;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;9;0;experiment;NULL;PennController;8;_Trial_;End;1615533038576;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A2;P3
220;220;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;PennController;13;_Trial_;Start;1615533038579;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
221;221;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;Audio;one;play;0;1615533050593;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
222;222;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;Audio;one;play;0;1615533057103;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
223;223;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;Audio;two;play;0;1615533053436;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
224;224;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;Scale;judgement;Choice;one;1615533059403;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
225;225;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;14;0;experiment;NULL;PennController;13;_Trial_;End;1615533060807;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C3;C3
226;226;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;8;0;experiment;NULL;PennController;7;_Trial_;Start;1615533060810;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;A1;P1
227;227;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;8;0;experiment;NULL;Audio;one;play;0;1615533075502;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;A1;P1
228;228;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;8;0;experiment;NULL;Audio;two;play;0;1615533079900;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;A1;P1
229;229;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;8;0;experiment;NULL;Scale;judgement;Choice;two;1615533084444;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;A1;P1
230;230;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;8;0;experiment;NULL;PennController;7;_Trial_;End;1615533085797;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;A1;P1
231;231;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;5;0;experiment;NULL;PennController;4;_Trial_;Start;1615533085800;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;N2;P3
232;232;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;5;0;experiment;NULL;Audio;one;play;0;1615533100291;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;N2;P3
233;233;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;5;0;experiment;NULL;Audio;two;play;0;1615533103974;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;N2;P3
234;234;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;5;0;experiment;NULL;Scale;judgement;Choice;two;1615533112991;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;N2;P3
235;235;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;5;0;experiment;NULL;PennController;4;_Trial_;End;1615533114376;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;N2;P3
236;236;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;13;0;experiment;NULL;PennController;12;_Trial_;Start;1615533114379;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C2;C2
237;237;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;13;0;experiment;NULL;Audio;one;play;0;1615533126799;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C2;C2
238;238;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;13;0;experiment;NULL;Audio;two;play;0;1615533130042;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C2;C2
239;239;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;13;0;experiment;NULL;Scale;judgement;Choice;two;1615533134061;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C2;C2
240;240;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;13;0;experiment;NULL;PennController;12;_Trial_;End;1615533135362;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C2;C2
241;241;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;6;0;experiment;NULL;PennController;5;_Trial_;Start;1615533135363;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K2;P8
242;242;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;6;0;experiment;NULL;Audio;one;play;0;1615533146722;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K2;P8
243;243;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;6;0;experiment;NULL;Audio;two;play;0;1615533150005;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K2;P8
244;244;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;6;0;experiment;NULL;Scale;judgement;Choice;two;1615533153584;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K2;P8
245;245;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;6;0;experiment;NULL;PennController;5;_Trial_;End;1615533154702;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K2;P8
246;246;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;10;0;experiment;NULL;PennController;9;_Trial_;Start;1615533154704;Perhaps she knew that he was wrong.;P1-K-3-nc.mp3;P1-K-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K3;P1
247;247;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;10;0;experiment;NULL;Audio;one;play;0;1615533170481;Perhaps she knew that he was wrong.;P1-K-3-nc.mp3;P1-K-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K3;P1
248;248;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;10;0;experiment;NULL;Audio;two;play;0;1615533174973;Perhaps she knew that he was wrong.;P1-K-3-nc.mp3;P1-K-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K3;P1
249;249;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;10;0;experiment;NULL;Scale;judgement;Choice;one;1615533179788;Perhaps she knew that he was wrong.;P1-K-3-nc.mp3;P1-K-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K3;P1
250;250;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;10;0;experiment;NULL;PennController;9;_Trial_;End;1615533181019;Perhaps she knew that he was wrong.;P1-K-3-nc.mp3;P1-K-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;nc;K3;P1
251;251;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;12;0;experiment;NULL;PennController;11;_Trial_;Start;1615533181021;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C1;C1
252;252;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;12;0;experiment;NULL;Audio;one;play;0;1615533190718;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C1;C1
253;253;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;12;0;experiment;NULL;Audio;two;play;0;1615533193326;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C1;C1
254;254;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;12;0;experiment;NULL;Scale;judgement;Choice;two;1615533196054;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C1;C1
255;255;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;12;0;experiment;NULL;PennController;11;_Trial_;End;1615533197211;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3A;33;female;English;yes;NULL;c4a228a8;control;C1;C1
256;256;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;15;0;comments;NULL;PennController;2;_Trial_;Start;1615533197213;NULL;;;;NA;;;;;NA;;;
257;257;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;15;0;comments;NULL;TextInput;Comments;Final;;1615533199683;NULL;;;;NA;;;;;NA;;;
258;258;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;15;0;comments;NULL;PennController;2;_Trial_;End;1615533199684;NULL;;;;NA;;;;;NA;;;
259;259;1615537291;1de821a952c1b317b930ae5855156401;PennController;3;0;intro;NULL;PennController;1;_Trial_;Start;1615537071741;NULL;;;;NA;;;;;NA;;;
260;260;1615537291;1de821a952c1b317b930ae5855156401;PennController;3;0;intro;NULL;PennController;1;_Trial_;End;1615537117130;NULL;;;;NA;;;;;NA;;;
261;261;1615537291;1de821a952c1b317b930ae5855156401;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;Start;1615537117131;NULL;;;;NA;;;;;NA;;;
262;262;1615537291;1de821a952c1b317b930ae5855156401;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;End;1615537141444;NULL;;;;NA;;;;;NA;;;
263;263;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;PennController;6;_Trial_;Start;1615537141445;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
264;264;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;Audio;one;play;0;1615537151272;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
265;265;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;Audio;one;play;0;1615537159324;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
266;266;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;Audio;two;play;0;1615537155385;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
267;267;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;Scale;judgement;Choice;one;1615537161926;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
268;268;1615537291;1de821a952c1b317b930ae5855156401;PennController;7;0;experiment;NULL;PennController;6;_Trial_;End;1615537165497;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A3;P1
269;269;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;PennController;12;_Trial_;Start;1615537165498;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
270;270;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;Audio;one;play;0;1615537176809;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
271;271;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;Audio;one;play;0;1615537181456;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
272;272;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;Audio;two;play;0;1615537179000;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
273;273;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;Scale;judgement;Choice;one;1615537184990;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
274;274;1615537291;1de821a952c1b317b930ae5855156401;PennController;13;0;experiment;NULL;PennController;12;_Trial_;End;1615537185981;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C2;C2
275;275;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;PennController;11;_Trial_;Start;1615537185981;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
276;276;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;Audio;one;play;0;1615537194977;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
277;277;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;Audio;one;play;0;1615537197198;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
278;278;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;Audio;two;play;0;1615537192530;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
279;279;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;Audio;two;play;0;1615537199130;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
280;280;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;Scale;judgement;Choice;two;1615537199958;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
281;281;1615537291;1de821a952c1b317b930ae5855156401;PennController;12;0;experiment;NULL;PennController;11;_Trial_;End;1615537201971;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C1;C1
282;282;1615537291;1de821a952c1b317b930ae5855156401;PennController;8;0;experiment;NULL;PennController;7;_Trial_;Start;1615537201973;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;A1;P1
283;283;1615537291;1de821a952c1b317b930ae5855156401;PennController;8;0;experiment;NULL;Audio;one;play;0;1615537203772;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;A1;P1
284;284;1615537291;1de821a952c1b317b930ae5855156401;PennController;8;0;experiment;NULL;Audio;two;play;0;1615537207203;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;A1;P1
285;285;1615537291;1de821a952c1b317b930ae5855156401;PennController;8;0;experiment;NULL;Scale;judgement;Choice;two;1615537213218;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;A1;P1
286;286;1615537291;1de821a952c1b317b930ae5855156401;PennController;8;0;experiment;NULL;PennController;7;_Trial_;End;1615537214228;Perhaps she was aware that he was a terrible administrator.;P12-A-1-nc.mp3;P12-A-1-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;A1;P1
287;287;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;PennController;10;_Trial_;Start;1615537214229;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
288;288;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;Audio;one;play;0;1615537218711;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
289;289;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;Audio;two;play;0;1615537215955;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
290;290;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;Audio;two;play;0;1615537221522;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
291;291;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;Scale;judgement;Choice;two;1615537223918;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
292;292;1615537291;1de821a952c1b317b930ae5855156401;PennController;11;0;experiment;NULL;PennController;10;_Trial_;End;1615537224733;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;D2;P5
293;293;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;PennController;4;_Trial_;Start;1615537224735;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
294;294;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;Audio;one;play;0;1615537226424;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
295;295;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;Audio;one;play;0;1615537237748;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
296;296;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;Audio;two;play;0;1615537229062;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
297;297;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;Audio;two;play;0;1615537234155;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
298;298;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;Scale;judgement;Choice;one;1615537239981;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
299;299;1615537291;1de821a952c1b317b930ae5855156401;PennController;5;0;experiment;NULL;PennController;4;_Trial_;End;1615537240800;Perhaps she noticed that he had bad breath.;P3-N-2-c.mp3;P3-N-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;N2;P3
300;300;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;PennController;8;_Trial_;Start;1615537240801;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
301;301;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;Audio;one;play;0;1615537242607;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
302;302;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;Audio;one;play;0;1615537248928;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
303;303;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;Audio;two;play;0;1615537245837;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
304;304;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;Scale;judgement;Choice;one;1615537252857;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
305;305;1615537291;1de821a952c1b317b930ae5855156401;PennController;9;0;experiment;NULL;PennController;8;_Trial_;End;1615537253723;Perhaps she was aware that he was unreliable.;P3-A-2-nc.mp3;P3-A-2-c.mp3;3B;23;male;English;yes;NULL;6d6c2245;nc;A2;P3
306;306;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;PennController;13;_Trial_;Start;1615537253724;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
307;307;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;Audio;one;play;0;1615537255993;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
308;308;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;Audio;one;play;0;1615537262619;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
309;309;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;Audio;two;play;0;1615537258320;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
310;310;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;Audio;two;play;0;1615537260623;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
311;311;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;Scale;judgement;Choice;one;1615537264202;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
312;312;1615537291;1de821a952c1b317b930ae5855156401;PennController;14;0;experiment;NULL;PennController;13;_Trial_;End;1615537265072;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;3B;23;male;English;yes;NULL;6d6c2245;control;C3;C3
313;313;1615537291;1de821a952c1b317b930ae5855156401;PennController;6;0;experiment;NULL;PennController;5;_Trial_;Start;1615537265073;Perhaps he knew that she was married.;P8-K-2-c.mp3;P8-K-2-nc.mp3;3B;23;male;English;yes;NULL;6d6c2245;c;K2;P8
