;X;Results.reception.time;MD5.hash.of.participant.s.IP.address;Controller.name;Order.number.of.item;Inner.element.number;Label;Latin.Square.Group;PennElementType;PennElementName;Parameter;Value;EventTime;Sentence;Sound1;Sound2;List;Age;Gender;Language;AmEng;Comments;workerId;text_condition;utt;talker
545;545;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;8;0;experiment;NULL;PennController;7;_Trial_;End;1615537752710;Perhaps she was aware that he was a terrible administrator.;P6-A-1-nc.mp3;P6-A-1-c.mp3;1A;28;male;English;yes;NULL;72c0377e;nc;A1;P6
546;546;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;PennController;6;_Trial_;Start;1615537752714;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
547;547;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;Audio;one;play;0;1615537762315;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
548;548;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;Audio;one;play;0;1615537767666;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
549;549;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;Audio;two;play;0;1615537764814;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
550;550;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;Scale;judgement;Choice;one;1615537769648;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
551;551;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;7;0;experiment;NULL;PennController;6;_Trial_;End;1615537770702;Perhaps she was aware that he had bad reviews.;P8-A-3-nc.mp3;P8-A-3-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A3;P8
552;552;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;PennController;8;_Trial_;Start;1615537770705;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
553;553;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;Audio;one;play;0;1615537781230;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
554;554;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;Audio;one;play;0;1615537793652;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
555;555;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;Audio;two;play;0;1615537784112;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
556;556;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;Audio;two;play;0;1615537796512;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
557;557;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;Scale;judgement;Choice;one;1615537799733;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
558;558;1615537816;a19d325ad9ce9382d92fa2257d020112;PennController;9;0;experiment;NULL;PennController;8;_Trial_;End;1615537800595;Perhaps she was aware that he was unreliable.;P11-A-2-nc.mp3;P11-A-2-c.mp3;1A;28;male;English;yes;NULL;72c0377e;c;A2;P1
