"IbexReceptionTime","IbexItem","ElementType","ElementName","Parameter","Value","EventTime","Sentence","File","List","Age","Gender","Language","AmEng","Comments","workerId"
1611318533,12,"Audio","P5-D-2-c.wav","play","0",1611318485129,"Jesse (about Simon):","P5-D-2-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,12,"Scale","score","Choice","<span style='visibility: hidden;'>4</span>",1611318493171,"Jesse (about Simon):","P5-D-2-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,12,"PennController","10","_Trial_","End",1611318494805,"Jesse (about Simon):","P5-D-2-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,8,"PennController","6","_Trial_","Start",1611318494807,"Patty (about Joan and Lenny):","P14-A-3-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,8,"Audio","P14-A-3-c.wav","play","0",1611318497885,"Patty (about Joan and Lenny):","P14-A-3-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,8,"Audio","P14-A-3-c.wav","play","0",1611318503225,"Patty (about Joan and Lenny):","P14-A-3-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,8,"Scale","score","Choice","<span style='visibility: hidden;'>6</span>",1611318512295,"Patty (about Joan and Lenny):","P14-A-3-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,8,"PennController","6","_Trial_","End",1611318516243,"Patty (about Joan and Lenny):","P14-A-3-c.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,11,"PennController","9","_Trial_","Start",1611318516245,"Amy (about Maggie and Toby):","P1-K-3-nc.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,11,"Audio","P1-K-3-nc.wav","play","0",1611318520356,"Amy (about Maggie and Toby):","P1-K-3-nc.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,11,"Scale","score","Choice","Possibly certain",1611318533947,"Amy (about Maggie and Toby):","P1-K-3-nc.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318533,11,"PennController","9","_Trial_","End",1611318536682,"Amy (about Maggie and Toby):","P1-K-3-nc.wav",5,46,"male","English","yes","NULL","e445cec7"
1611318578,10,"PennController","8","_Trial_","Start",1611318507349,"Amy (about Cassie and Bruce):","P1-A-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,10,"Audio","P1-A-2-c.wav","play","0",1611318508351,"Amy (about Cassie and Bruce):","P1-A-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,10,"Scale","score","Choice","Possibly certain",1611318514200,"Amy (about Cassie and Bruce):","P1-A-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,10,"PennController","8","_Trial_","End",1611318515485,"Amy (about Cassie and Bruce):","P1-A-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,11,"PennController","9","_Trial_","Start",1611318515487,"Lucas (about Maggie and Toby):","P12-K-3-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,11,"Audio","P12-K-3-nc.wav","play","0",1611318516764,"Lucas (about Maggie and Toby):","P12-K-3-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,11,"Audio","P12-K-3-nc.wav","play","0",1611318523161,"Lucas (about Maggie and Toby):","P12-K-3-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,11,"Scale","score","Choice","<span style='visibility: hidden;'>2</span>",1611318528066,"Lucas (about Maggie and Toby):","P12-K-3-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,11,"PennController","9","_Trial_","End",1611318528808,"Lucas (about Maggie and Toby):","P12-K-3-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,7,"PennController","5","_Trial_","Start",1611318528811,"Alexandra (about Greg and Tara):","P4-K-2-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,7,"Audio","P4-K-2-nc.wav","play","0",1611318530446,"Alexandra (about Greg and Tara):","P4-K-2-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,7,"Scale","score","Choice","No%2C not certain",1611318537087,"Alexandra (about Greg and Tara):","P4-K-2-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,7,"PennController","5","_Trial_","End",1611318537770,"Alexandra (about Greg and Tara):","P4-K-2-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,13,"PennController","11","_Trial_","Start",1611318537772,"Julie (about herself):","F1.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,13,"Audio","F1.wav","play","0",1611318538551,"Julie (about herself):","F1.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,13,"Scale","score","Choice","Yes%2C certain",1611318541407,"Julie (about herself):","F1.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,13,"PennController","11","_Trial_","End",1611318542324,"Julie (about herself):","F1.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,6,"PennController","4","_Trial_","Start",1611318542327,"Dana (about Sue and Mark):","P6-N-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,6,"Audio","P6-N-2-c.wav","play","0",1611318543584,"Dana (about Sue and Mark):","P6-N-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,6,"Scale","score","Choice","Possibly not certain",1611318548727,"Dana (about Sue and Mark):","P6-N-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,6,"PennController","4","_Trial_","End",1611318549303,"Dana (about Sue and Mark):","P6-N-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,9,"PennController","7","_Trial_","Start",1611318549304,"Amelia (about Selena and Scott):","P3-A-1-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,9,"Audio","P3-A-1-nc.wav","play","0",1611318550527,"Amelia (about Selena and Scott):","P3-A-1-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,9,"Scale","score","Choice","<span style='visibility: hidden;'>2</span>",1611318558353,"Amelia (about Selena and Scott):","P3-A-1-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,9,"PennController","7","_Trial_","End",1611318558989,"Amelia (about Selena and Scott):","P3-A-1-nc.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,14,"PennController","12","_Trial_","Start",1611318558993,"June (about herself):","F2.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,14,"Audio","F2.wav","play","0",1611318560799,"June (about herself):","F2.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,14,"Scale","score","Choice","Yes%2C certain",1611318562626,"June (about herself):","F2.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,14,"PennController","12","_Trial_","End",1611318563801,"June (about herself):","F2.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,12,"PennController","10","_Trial_","Start",1611318563804,"Liam (about Simon):","P8-D-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,12,"Audio","P8-D-2-c.wav","play","0",1611318564852,"Liam (about Simon):","P8-D-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,12,"Audio","P8-D-2-c.wav","play","0",1611318568140,"Liam (about Simon):","P8-D-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,12,"Scale","score","Choice","Possibly not certain",1611318569158,"Liam (about Simon):","P8-D-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,12,"PennController","10","_Trial_","End",1611318570749,"Liam (about Simon):","P8-D-2-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,8,"PennController","6","_Trial_","Start",1611318570753,"Jesse (about Joan and Lenny):","P5-A-3-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,8,"Audio","P5-A-3-c.wav","play","0",1611318571957,"Jesse (about Joan and Lenny):","P5-A-3-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,8,"Scale","score","Choice","<span style='visibility: hidden;'>2</span>",1611318576703,"Jesse (about Joan and Lenny):","P5-A-3-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318578,8,"PennController","6","_Trial_","End",1611318577183,"Jesse (about Joan and Lenny):","P5-A-3-c.wav",7,19,"female","English","yes","NULL","5c024117"
1611318591,8,"PennController","6","_Trial_","Start",1611318506148,"Patty (about Joan and Lenny):","P14-A-3-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,8,"Audio","P14-A-3-nc.wav","play","0",1611318507301,"Patty (about Joan and Lenny):","P14-A-3-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,8,"Scale","score","Choice","Possibly not certain",1611318517241,"Patty (about Joan and Lenny):","P14-A-3-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,8,"PennController","6","_Trial_","End",1611318518474,"Patty (about Joan and Lenny):","P14-A-3-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,7,"PennController","5","_Trial_","Start",1611318518478,"Liam (about Greg and Tara):","P8-K-2-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,7,"Audio","P8-K-2-c.wav","play","0",1611318521144,"Liam (about Greg and Tara):","P8-K-2-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,7,"Scale","score","Choice","Possibly not certain",1611318526125,"Liam (about Greg and Tara):","P8-K-2-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,7,"PennController","5","_Trial_","End",1611318526852,"Liam (about Greg and Tara):","P8-K-2-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,9,"PennController","7","_Trial_","Start",1611318526855,"Lucas (about Selena and Scott):","P12-A-1-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,9,"Audio","P12-A-1-c.wav","play","0",1611318529921,"Lucas (about Selena and Scott):","P12-A-1-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,9,"Scale","score","Choice","<span style='visibility: hidden;'>4</span>",1611318545751,"Lucas (about Selena and Scott):","P12-A-1-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,9,"PennController","7","_Trial_","End",1611318546429,"Lucas (about Selena and Scott):","P12-A-1-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,12,"PennController","10","_Trial_","Start",1611318546434,"Jesse (about Simon)","P5-D-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,12,"Audio","P5-D-2-nc.wav","play","0",1611318549303,"Jesse (about Simon)","P5-D-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,12,"Scale","score","Choice","Possibly certain",1611318555933,"Jesse (about Simon)","P5-D-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,12,"PennController","10","_Trial_","End",1611318556745,"Jesse (about Simon)","P5-D-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,11,"PennController","9","_Trial_","Start",1611318556746,"Amy (about Maggie and Toby):","P1-K-3-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,11,"Audio","P1-K-3-c.wav","play","0",1611318558995,"Amy (about Maggie and Toby):","P1-K-3-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,11,"Scale","score","Choice","Possibly not certain",1611318562615,"Amy (about Maggie and Toby):","P1-K-3-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,11,"PennController","9","_Trial_","End",1611318563707,"Amy (about Maggie and Toby):","P1-K-3-c.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,10,"PennController","8","_Trial_","Start",1611318563708,"Amelia (about Cassie and Bruce):","P3-A-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,10,"Audio","P3-A-2-nc.wav","play","0",1611318565623,"Amelia (about Cassie and Bruce):","P3-A-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,10,"Scale","score","Choice","<span style='visibility: hidden;'>4</span>",1611318570260,"Amelia (about Cassie and Bruce):","P3-A-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,10,"PennController","8","_Trial_","End",1611318571416,"Amelia (about Cassie and Bruce):","P3-A-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,6,"PennController","4","_Trial_","Start",1611318571419,"Alexandra (about Sue and Mark):","P4-N-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,6,"Audio","P4-N-2-nc.wav","play","0",1611318573735,"Alexandra (about Sue and Mark):","P4-N-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,6,"Scale","score","Choice","Possibly certain",1611318577099,"Alexandra (about Sue and Mark):","P4-N-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,6,"PennController","4","_Trial_","End",1611318577749,"Alexandra (about Sue and Mark):","P4-N-2-nc.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,13,"PennController","11","_Trial_","Start",1611318577753,"Julie (about herself):","F1.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,13,"Audio","F1.wav","play","0",1611318580519,"Julie (about herself):","F1.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,13,"Scale","score","Choice","Yes%2C certain",1611318583402,"Julie (about herself):","F1.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,13,"PennController","11","_Trial_","End",1611318584363,"Julie (about herself):","F1.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,14,"PennController","12","_Trial_","Start",1611318584366,"June (about herself):","F2.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,14,"Audio","F2.wav","play","0",1611318585738,"June (about herself):","F2.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,14,"Scale","score","Choice","Yes%2C certain",1611318588769,"June (about herself):","F2.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318591,14,"PennController","12","_Trial_","End",1611318589814,"June (about herself):","F2.wav",6,32,"female","English","yes","NULL","6aabb247"
1611318674,6,"PennController","4","_Trial_","Start",1611318560742,"Dana (about Sue and Mark):","P6-N-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,6,"Audio","P6-N-2-nc.wav","play","0",1611318562126,"Dana (about Sue and Mark):","P6-N-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,6,"Audio","P6-N-2-nc.wav","play","0",1611318569415,"Dana (about Sue and Mark):","P6-N-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,6,"Scale","score","Choice","Possibly certain",1611318576381,"Dana (about Sue and Mark):","P6-N-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,6,"PennController","4","_Trial_","End",1611318576903,"Dana (about Sue and Mark):","P6-N-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,7,"PennController","5","_Trial_","Start",1611318576904,"Alexandra (about Greg and Tara):","P4-K-2-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,7,"Audio","P4-K-2-c.wav","play","0",1611318578262,"Alexandra (about Greg and Tara):","P4-K-2-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,7,"Audio","P4-K-2-c.wav","play","0",1611318581582,"Alexandra (about Greg and Tara):","P4-K-2-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,7,"Scale","score","Choice","<span style='visibility: hidden;'>6</span>",1611318593349,"Alexandra (about Greg and Tara):","P4-K-2-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,7,"PennController","5","_Trial_","End",1611318594087,"Alexandra (about Greg and Tara):","P4-K-2-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,9,"PennController","7","_Trial_","Start",1611318594088,"Amelia (about Selena and Scott):","P3-A-1-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,9,"Audio","P3-A-1-c.wav","play","0",1611318595838,"Amelia (about Selena and Scott):","P3-A-1-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,9,"Scale","score","Choice","Possibly certain",1611318608325,"Amelia (about Selena and Scott):","P3-A-1-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,9,"PennController","7","_Trial_","End",1611318608911,"Amelia (about Selena and Scott):","P3-A-1-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,8,"PennController","6","_Trial_","Start",1611318608912,"Jesse (about Joan and Lenny):","P5-A-3-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,8,"Audio","P5-A-3-nc.wav","play","0",1611318610182,"Jesse (about Joan and Lenny):","P5-A-3-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,8,"Scale","score","Choice","Possibly certain",1611318621574,"Jesse (about Joan and Lenny):","P5-A-3-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,8,"PennController","6","_Trial_","End",1611318623511,"Jesse (about Joan and Lenny):","P5-A-3-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,13,"PennController","11","_Trial_","Start",1611318623512,"Julie (about herself):","F1.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,13,"Audio","F1.wav","play","0",1611318626430,"Julie (about herself):","F1.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,13,"Scale","score","Choice","Yes%2C certain",1611318629821,"Julie (about herself):","F1.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,13,"PennController","11","_Trial_","End",1611318630879,"Julie (about herself):","F1.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,14,"PennController","12","_Trial_","Start",1611318630880,"June (about herself):","F2.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,14,"Audio","F2.wav","play","0",1611318632062,"June (about herself):","F2.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,14,"Scale","score","Choice","Yes%2C certain",1611318634725,"June (about herself):","F2.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,14,"PennController","12","_Trial_","End",1611318635535,"June (about herself):","F2.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,10,"PennController","8","_Trial_","Start",1611318635537,"Amy (about Cassie and Bruce):","P1-A-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,10,"Audio","P1-A-2-nc.wav","play","0",1611318636685,"Amy (about Cassie and Bruce):","P1-A-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,10,"Audio","P1-A-2-nc.wav","play","0",1611318645198,"Amy (about Cassie and Bruce):","P1-A-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,10,"Scale","score","Choice","Possibly certain",1611318648670,"Amy (about Cassie and Bruce):","P1-A-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,10,"PennController","8","_Trial_","End",1611318649326,"Amy (about Cassie and Bruce):","P1-A-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"PennController","10","_Trial_","Start",1611318649327,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"Audio","P8-D-2-nc.wav","play","0",1611318650958,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"Audio","P8-D-2-nc.wav","play","0",1611318653294,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"Audio","P8-D-2-nc.wav","play","0",1611318655758,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"Audio","P8-D-2-nc.wav","play","0",1611318663181,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"Scale","score","Choice","Yes%2C certain",1611318662053,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,12,"PennController","10","_Trial_","End",1611318666366,"Liam (about Simon):","P8-D-2-nc.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,11,"PennController","9","_Trial_","Start",1611318666368,"Lucas (about Maggie and Toby):","P12-K-3-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,11,"Audio","P12-K-3-c.wav","play","0",1611318667725,"Lucas (about Maggie and Toby):","P12-K-3-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,11,"Scale","score","Choice","Possibly certain",1611318671852,"Lucas (about Maggie and Toby):","P12-K-3-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611318674,11,"PennController","9","_Trial_","End",1611318672670,"Lucas (about Maggie and Toby):","P12-K-3-c.wav",8,22,"male","English","yes","NULL","574e94d2"
1611319410,8,"PennController","6","_Trial_","Start",1611319340369,"Liam (about Joan and Lenny):","P8-A-3-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,8,"Audio","P8-A-3-c.wav","play","0",1611319345661,"Liam (about Joan and Lenny):","P8-A-3-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,8,"Scale","score","Choice","Possibly certain",1611319354043,"Liam (about Joan and Lenny):","P8-A-3-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,8,"PennController","6","_Trial_","End",1611319355164,"Liam (about Joan and Lenny):","P8-A-3-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,7,"PennController","5","_Trial_","Start",1611319355167,"Patty (about Greg and Tara):","P14-K-2-nc.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,7,"Audio","P14-K-2-nc.wav","play","0",1611319357018,"Patty (about Greg and Tara):","P14-K-2-nc.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,7,"Scale","score","Choice","Yes%2C certain",1611319362808,"Patty (about Greg and Tara):","P14-K-2-nc.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,7,"PennController","5","_Trial_","End",1611319363631,"Patty (about Greg and Tara):","P14-K-2-nc.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,12,"PennController","10","_Trial_","Start",1611319363632,"Lucas (about Simon):","P12-D-2-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,12,"Audio","P12-D-2-c.wav","play","0",1611319364946,"Lucas (about Simon):","P12-D-2-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,12,"Scale","score","Choice","Possibly certain",1611319369731,"Lucas (about Simon):","P12-D-2-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,12,"PennController","10","_Trial_","End",1611319370485,"Lucas (about Simon):","P12-D-2-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,13,"PennController","11","_Trial_","Start",1611319370487,"Julie (about herself):","F1.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,13,"Audio","F1.wav","play","0",1611319371726,"Julie (about herself):","F1.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,13,"Scale","score","Choice","Yes%2C certain",1611319374362,"Julie (about herself):","F1.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,13,"PennController","11","_Trial_","End",1611319375335,"Julie (about herself):","F1.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,14,"PennController","12","_Trial_","Start",1611319375337,"June (about herself):","F2.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,14,"Audio","F2.wav","play","0",1611319377172,"June (about herself):","F2.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,14,"Scale","score","Choice","Yes%2C certain",1611319380061,"June (about herself):","F2.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,14,"PennController","12","_Trial_","End",1611319381384,"June (about herself):","F2.wav",1,22,"female","English","yes","NULL","5fe5ea31"
1611319410,10,"PennController","8","_Trial_","Start",1611319381386,"Ethan (about Cassie and Bruce):","P11-A-2-c.wav",1,22,"female","English","yes","NULL","5fe5ea31"
